ID,OneHotEncoder,LetterComposition
342,[0 0 0 ... 0 0 1],"[0.09219858 0.         0.01891253 0.05200946 0.07092199 0.02836879
 0.05673759 0.01654846 0.02600473 0.         0.06382979 0.10401891
 0.02836879 0.04018913 0.         0.07092199 0.03309693 0.06146572
 0.06619385 0.05673759 0.07328605 0.01182033 0.02836879 0.        ]"
343,[0 0 0 ... 0 0 1],"[0.04390779 0.         0.02305159 0.04720088 0.06695939 0.0636663
 0.04829857 0.01536773 0.08781559 0.         0.06147091 0.09001098
 0.02854007 0.04939627 0.         0.04720088 0.03951701 0.04720088
 0.05049396 0.05708013 0.06037322 0.01866081 0.05378705 0.        ]"
344,[0 0 0 ... 0 0 1],"[0.05165289 0.         0.01652893 0.03305785 0.04958678 0.05785124
 0.05371901 0.01652893 0.11363636 0.         0.05785124 0.09090909
 0.03719008 0.04545455 0.         0.05165289 0.03305785 0.03719008
 0.05165289 0.06818182 0.05785124 0.01652893 0.05991736 0.        ]"
345,[0 0 0 ... 0 0 1],"[0.04867257 0.         0.01769912 0.03982301 0.07411504 0.07964602
 0.0420354  0.02433628 0.0619469  0.         0.06084071 0.10066372
 0.03207965 0.03982301 0.         0.04535398 0.03429204 0.05088496
 0.0630531  0.05530973 0.05862832 0.01880531 0.05199115 0.        ]"
346,[0 0 0 ... 0 0 1],"[0.0492228  0.         0.02331606 0.03367876 0.06994819 0.08419689
 0.04663212 0.02202073 0.06088083 0.         0.05181347 0.09974093
 0.02979275 0.03756477 0.         0.04663212 0.03497409 0.0492228
 0.0738342  0.05958549 0.05310881 0.01943005 0.05440415 0.        ]"
347,[0 0 0 ... 0 0 1],"[0.05035129 0.         0.0175644  0.04215457 0.07377049 0.07494145
 0.04449649 0.02459016 0.06440281 0.         0.06088993 0.09953162
 0.03161593 0.03981265 0.         0.04566745 0.03395785 0.04800937
 0.06206089 0.05620609 0.05971897 0.01990632 0.05035129 0.        ]"
348,[0 0 0 ... 0 0 1],"[0.07676349 0.         0.02074689 0.05290456 0.07676349 0.03215768
 0.06846473 0.02178423 0.02904564 0.         0.05912863 0.1026971
 0.0186722  0.04045643 0.         0.06742739 0.03526971 0.06016598
 0.09439834 0.04564315 0.06016598 0.01141079 0.02593361 0.        ]"
349,[0 0 0 ... 0 0 1],"[0.07196563 0.         0.01825994 0.05263158 0.08270677 0.03222342
 0.06766917 0.01718582 0.03007519 0.         0.06015038 0.10741139
 0.02040816 0.0461869  0.         0.06337272 0.0386681  0.05907626
 0.08700322 0.04296455 0.06337272 0.01074114 0.02792696 0.        ]"
350,[0 0 0 ... 0 0 1],"[0.08742004 0.         0.01599147 0.0554371  0.08102345 0.02985075
 0.06396588 0.02345416 0.02665245 0.         0.05863539 0.09914712
 0.01385928 0.03518124 0.         0.07889126 0.03091684 0.07356077
 0.08635394 0.04477612 0.054371   0.01172708 0.02878465 0.        ]"
351,[0 0 0 ... 0 0 1],"[0.08487654 0.         0.01697531 0.05555556 0.08641975 0.03240741
 0.0632716  0.01851852 0.02932099 0.         0.06481481 0.10185185
 0.0154321  0.0308642  0.         0.06944444 0.02932099 0.06944444
 0.07098765 0.05092593 0.05864198 0.01388889 0.03703704 0.        ]"
352,[0 0 0 ... 0 0 1],"[0.09215017 0.         0.01365188 0.04778157 0.07167235 0.02389078
 0.06484642 0.03754266 0.02047782 0.         0.0443686  0.09897611
 0.01365188 0.04095563 0.         0.09897611 0.03754266 0.08532423
 0.11262799 0.03412969 0.0443686  0.00682594 0.01023891 0.        ]"
353,[0 0 0 ... 0 0 1],"[0.0617801  0.         0.02198953 0.04397906 0.07015707 0.06282723
 0.05340314 0.02513089 0.07120419 0.         0.0565445  0.09424084
 0.02722513 0.04712042 0.         0.04188482 0.03350785 0.06806283
 0.05445026 0.04188482 0.05445026 0.02303665 0.04712042 0.        ]"
354,[0 0 0 ... 0 0 1],"[0.0523918  0.         0.02277904 0.05694761 0.06378132 0.05694761
 0.05922551 0.03416856 0.05922551 0.         0.06605923 0.08883827
 0.02733485 0.0501139  0.         0.03872437 0.03189066 0.06833713
 0.06378132 0.04100228 0.0546697  0.01822323 0.04555809 0.        ]"
355,[0 0 0 ... 0 0 1],"[0.04081633 0.         0.0122449  0.07346939 0.08571429 0.04081633
 0.04897959 0.02040816 0.06122449 0.         0.06938776 0.08979592
 0.03265306 0.05306122 0.         0.04897959 0.04489796 0.08571429
 0.07755102 0.03265306 0.04081633 0.00816327 0.03265306 0.        ]"
356,[0 0 0 ... 0 0 1],"[0.07751278 0.         0.01788756 0.04770017 0.05792164 0.03492334
 0.05536627 0.01959114 0.03833049 0.         0.05621806 0.0911414
 0.01873935 0.04940375 0.         0.0681431  0.04940375 0.05451448
 0.11925043 0.05366269 0.05536627 0.00936968 0.02555366 0.        ]"
357,[0 0 0 ... 0 0 1],"[0.07387387 0.         0.01801802 0.04774775 0.05945946 0.03513514
 0.05135135 0.02432432 0.03693694 0.         0.05675676 0.0963964
 0.01981982 0.04954955 0.         0.06666667 0.05135135 0.05855856
 0.11261261 0.05405405 0.05405405 0.00990991 0.02342342 0.        ]"
358,[0 0 0 ... 0 0 1],"[0.07784431 0.         0.01796407 0.04790419 0.05816938 0.03421728
 0.05560308 0.01967494 0.03849444 0.         0.05645851 0.09153122
 0.0188195  0.04961506 0.         0.0667237  0.04961506 0.05389222
 0.11890505 0.05389222 0.05560308 0.00940975 0.02566296 0.        ]"
359,[0 0 0 ... 0 0 1],"[0.10782609 0.         0.02608696 0.0573913  0.05913043 0.0173913
 0.08521739 0.04       0.02086957 0.         0.01391304 0.12173913
 0.00521739 0.01217391 0.         0.08695652 0.05391304 0.08869565
 0.06434783 0.05565217 0.0573913  0.01565217 0.01043478 0.        ]"
360,[0 0 0 ... 0 0 1],"[0.11056911 0.         0.02439024 0.05528455 0.06666667 0.01788618
 0.0796748  0.04065041 0.02276423 0.         0.01300813 0.12195122
 0.00487805 0.01300813 0.         0.08943089 0.05691057 0.08617886
 0.0601626  0.05528455 0.05365854 0.01626016 0.01138211 0.        ]"
361,[0 0 0 ... 0 0 1],"[0.07387863 0.         0.02110818 0.06728232 0.06068602 0.02110818
 0.05013193 0.02242744 0.0408971  0.         0.06068602 0.07915567
 0.02110818 0.05936675 0.         0.07519789 0.04221636 0.04881266
 0.09366755 0.06332454 0.06860158 0.01583113 0.01451187 0.        ]"
362,[0 0 0 ... 0 0 1],"[0.07472826 0.         0.02173913 0.06657609 0.0625     0.02038043
 0.04891304 0.02309783 0.03940217 0.         0.05842391 0.08016304
 0.02173913 0.05842391 0.         0.07608696 0.04211957 0.05027174
 0.09375    0.06521739 0.06793478 0.01358696 0.01494565 0.        ]"
363,[0 0 0 ... 0 0 1],"[0.07142857 0.         0.02857143 0.04761905 0.06666667 0.03809524
 0.03333333 0.01428571 0.02380952 0.         0.06190476 0.08095238
 0.04285714 0.06190476 0.         0.07142857 0.04285714 0.05714286
 0.05714286 0.05714286 0.12380952 0.00952381 0.00952381 0.        ]"
364,[0 0 0 ... 0 0 1],"[0.07509881 0.         0.02108037 0.06719368 0.06060606 0.02108037
 0.05006588 0.02239789 0.04084321 0.         0.06060606 0.07905138
 0.02108037 0.05928854 0.         0.07509881 0.04216074 0.04874835
 0.09354414 0.06324111 0.0685112  0.01581028 0.01449275 0.        ]"
365,[0 0 0 ... 0 0 1],"[0.06809079 0.         0.0200267  0.05740988 0.10547397 0.01468625
 0.07610147 0.03070761 0.06275033 0.         0.04672897 0.07076101
 0.0293725  0.04272363 0.         0.07209613 0.05340454 0.04405874
 0.0787717  0.0400534  0.05340454 0.00400534 0.0293725  0.        ]"
366,[0 0 0 ... 0 0 1],"[0.0651289  0.         0.02035278 0.05834464 0.10719132 0.01492537
 0.07734057 0.0312076  0.0624152  0.         0.04070556 0.07191316
 0.02849389 0.04341927 0.         0.07327001 0.05291723 0.04341927
 0.08005427 0.04070556 0.05427408 0.00407056 0.02985075 0.        ]"
367,[0 0 0 ... 0 0 1],"[0.05708461 0.         0.01936799 0.03975535 0.06116208 0.06422018
 0.04892966 0.02446483 0.07849134 0.         0.06422018 0.09276249
 0.03058104 0.04892966 0.         0.04383282 0.03669725 0.0540265
 0.07033639 0.04383282 0.04383282 0.0254842  0.05198777 0.        ]"
368,[0 0 0 ... 0 0 1],"[0.05868263 0.         0.01916168 0.03353293 0.05988024 0.06826347
 0.05389222 0.0251497  0.08383234 0.         0.05748503 0.09461078
 0.03353293 0.0502994  0.         0.04790419 0.03353293 0.05748503
 0.05149701 0.03832335 0.04670659 0.02994012 0.05628743 0.        ]"
369,[0 0 0 ... 0 0 1],"[0.07631579 0.         0.02236842 0.06710526 0.05921053 0.02105263
 0.05526316 0.01973684 0.03684211 0.         0.06052632 0.07894737
 0.02105263 0.05789474 0.         0.08026316 0.04078947 0.05
 0.09342105 0.05789474 0.07105263 0.01578947 0.01447368 0.        ]"
370,[0 0 0 ... 0 0 1],"[0.07713126 0.         0.02300406 0.06630582 0.0608931  0.0202977
 0.0541272  0.0202977  0.03518268 0.         0.05818674 0.07983762
 0.02165088 0.05683356 0.         0.0811908  0.0405954  0.05142084
 0.09336942 0.05953992 0.07171854 0.0135318  0.01488498 0.        ]"
371,[0 0 0 ... 0 0 1],"[0.07734057 0.         0.02306649 0.06648575 0.05970149 0.02035278
 0.05427408 0.02035278 0.03527815 0.         0.05834464 0.08005427
 0.02170963 0.05698779 0.         0.08141113 0.04070556 0.05020353
 0.0936228  0.05970149 0.07191316 0.01356852 0.01492537 0.        ]"
372,[0 0 0 ... 0 0 1],"[0.09253247 0.         0.01785714 0.03571429 0.09983766 0.04220779
 0.09334416 0.01866883 0.0275974  0.         0.0349026  0.10470779
 0.01623377 0.01623377 0.         0.08847403 0.04383117 0.08035714
 0.06412338 0.03409091 0.05113636 0.01623377 0.02191558 0.        ]"
373,[0 0 0 ... 0 0 1],"[0.08617594 0.         0.01526032 0.03680431 0.10771993 0.04578097
 0.09425494 0.02064632 0.03052065 0.         0.03949731 0.10951526
 0.01615799 0.01795332 0.         0.06463196 0.0448833  0.08348294
 0.06193896 0.03321364 0.05475763 0.01346499 0.02333932 0.        ]"
374,[0 0 0 ... 0 0 1],"[0.0971831  0.         0.01830986 0.03943662 0.0971831  0.02816901
 0.06901408 0.02816901 0.01971831 0.         0.03521127 0.09577465
 0.01830986 0.04225352 0.         0.07605634 0.05211268 0.04647887
 0.09859155 0.04507042 0.05915493 0.02112676 0.01267606 0.        ]"
375,[0 0 0 ... 0 0 1],"[0.09745763 0.         0.01836158 0.03954802 0.09745763 0.02824859
 0.06920904 0.02824859 0.01977401 0.         0.03531073 0.0960452
 0.01836158 0.04096045 0.         0.07627119 0.05225989 0.04519774
 0.09887006 0.04519774 0.05932203 0.02118644 0.01271186 0.        ]"
376,[0 0 0 ... 0 0 1],"[0.04665314 0.         0.01825558 0.04259635 0.07099391 0.02434077
 0.06896552 0.03042596 0.03853955 0.         0.04665314 0.10141988
 0.02028398 0.06288032 0.         0.05476673 0.06490872 0.06693712
 0.05476673 0.05273834 0.05476673 0.02839757 0.05070994 0.        ]"
377,[0 0 0 ... 0 0 1],"[0.03664921 0.         0.01570681 0.05235602 0.04712042 0.04712042
 0.11518325 0.04188482 0.02094241 0.         0.04188482 0.06282723
 0.02094241 0.07329843 0.         0.02094241 0.04188482 0.07329843
 0.04712042 0.04712042 0.05235602 0.05759162 0.08376963 0.        ]"
378,[0 0 0 ... 0 0 1],"[0.08023483 0.         0.01174168 0.04109589 0.05870841 0.02544031
 0.10763209 0.05675147 0.04500978 0.         0.04500978 0.0665362
 0.02935421 0.04109589 0.         0.08023483 0.05870841 0.04500978
 0.06849315 0.04696673 0.03131115 0.00391389 0.05675147 0.        ]"
379,[0 0 0 ... 0 0 1],"[0.07763975 0.         0.01863354 0.05900621 0.08385093 0.03726708
 0.07142857 0.02173913 0.07142857 0.         0.07142857 0.10248447
 0.0310559  0.04347826 0.         0.01552795 0.03416149 0.05900621
 0.05900621 0.05900621 0.04347826 0.00310559 0.03726708 0.        ]"
380,[0 0 0 ... 0 0 1],"[0.06779661 0.         0.02033898 0.05423729 0.09152542 0.03389831
 0.07457627 0.02033898 0.0779661  0.         0.07118644 0.10847458
 0.03050847 0.0440678  0.         0.00677966 0.03728814 0.06101695
 0.06440678 0.05762712 0.03728814 0.00338983 0.03728814 0.        ]"
381,[0 0 0 ... 0 0 1],"[0.06656805 0.         0.01035503 0.04585799 0.08136095 0.03402367
 0.05029586 0.02662722 0.03550296 0.         0.0443787  0.1464497
 0.01331361 0.03402367 0.         0.05769231 0.07988166 0.05769231
 0.07248521 0.04881657 0.05769231 0.01331361 0.02366864 0.        ]"
382,[0 0 0 ... 0 0 1],"[0.06343284 0.         0.00932836 0.03731343 0.06716418 0.03358209
 0.05223881 0.0261194  0.02425373 0.         0.04664179 0.1511194
 0.01492537 0.03731343 0.         0.06529851 0.07462687 0.05970149
 0.07276119 0.06156716 0.06529851 0.01679104 0.02052239 0.        ]"
383,[0 0 0 ... 0 0 1],"[0.13559322 0.         0.02372881 0.01694915 0.04067797 0.05762712
 0.08135593 0.03389831 0.         0.         0.02033898 0.16610169
 0.02033898 0.01694915 0.         0.06440678 0.03389831 0.0440678
 0.0779661  0.06779661 0.06101695 0.01355932 0.02372881 0.        ]"
384,[0 0 0 ... 0 0 1],"[0.13680782 0.         0.02605863 0.01628664 0.04234528 0.05863192
 0.08469055 0.03257329 0.         0.         0.01954397 0.16612378
 0.01954397 0.01628664 0.         0.06188925 0.03583062 0.04234528
 0.07491857 0.06514658 0.06514658 0.01302932 0.0228013  0.        ]"
385,[0 0 0 ... 0 0 1],"[0.05737705 0.         0.0295082  0.05409836 0.07540984 0.05081967
 0.06721311 0.01967213 0.0442623  0.         0.06393443 0.06229508
 0.0147541  0.04098361 0.         0.03114754 0.03934426 0.06885246
 0.12459016 0.05901639 0.06885246 0.00819672 0.01967213 0.        ]"
386,[0 0 0 ... 0 0 1],"[0.05637255 0.         0.03186275 0.05392157 0.06862745 0.05147059
 0.06372549 0.01960784 0.04166667 0.         0.07598039 0.04901961
 0.01470588 0.04656863 0.         0.04411765 0.03921569 0.05882353
 0.1495098  0.05147059 0.05392157 0.0122549  0.01715686 0.        ]"
387,[0 0 0 ... 0 0 1],"[0.05134474 0.         0.02933985 0.05134474 0.06845966 0.04645477
 0.06112469 0.02200489 0.04400978 0.         0.07579462 0.05134474
 0.01711491 0.04645477 0.         0.0391198  0.04400978 0.06112469
 0.14914425 0.05623472 0.06112469 0.00977995 0.01466993 0.        ]"
388,[0 0 0 ... 0 0 1],"[0.07190796 0.         0.01534036 0.05752637 0.06423778 0.02588686
 0.05177373 0.02205177 0.04410355 0.         0.06615532 0.08149569
 0.02013423 0.02972196 0.         0.08341323 0.04026846 0.06903164
 0.1093001  0.05848514 0.05848514 0.00958773 0.021093   0.        ]"
389,[0 0 0 ... 0 0 1],"[0.07218479 0.         0.01539942 0.05774783 0.06448508 0.02502406
 0.05197305 0.02213667 0.04331088 0.         0.06641001 0.08180943
 0.02021174 0.02983638 0.         0.08373436 0.04042348 0.06833494
 0.10972089 0.05774783 0.0587103  0.00962464 0.02117421 0.        ]"
390,[0 0 0 ... 0 0 1],"[0.09876543 0.         0.03292181 0.05967078 0.0473251  0.02469136
 0.09259259 0.02469136 0.03497942 0.         0.03909465 0.10082305
 0.0308642  0.01646091 0.         0.06790123 0.04526749 0.05349794
 0.08847737 0.03497942 0.0617284  0.02880658 0.01646091 0.        ]"
391,[0 0 0 ... 0 0 1],"[0.09917355 0.         0.03305785 0.05785124 0.04752066 0.02479339
 0.09297521 0.02479339 0.03512397 0.         0.0392562  0.10123967
 0.03099174 0.01652893 0.         0.06818182 0.04545455 0.05165289
 0.08884298 0.03512397 0.06198347 0.02892562 0.01652893 0.        ]"
392,[0 0 0 ... 0 0 1],"[0.10183299 0.         0.03258656 0.05702648 0.04684318 0.02443992
 0.09164969 0.02443992 0.03665988 0.         0.03869654 0.09979633
 0.0305499  0.01629328 0.         0.0712831  0.04480652 0.05295316
 0.08961303 0.03462322 0.0610998  0.02851324 0.01629328 0.        ]"
393,[0 0 0 ... 0 0 1],"[0.10141988 0.         0.03245436 0.05882353 0.04665314 0.02434077
 0.09127789 0.02434077 0.03651116 0.         0.03853955 0.09939148
 0.03042596 0.01622718 0.         0.07099391 0.04462475 0.05273834
 0.09127789 0.03448276 0.06085193 0.02839757 0.01622718 0.        ]"
394,[0 0 0 ... 0 0 1],"[0.06542056 0.         0.01869159 0.07009346 0.05607477 0.00934579
 0.09345794 0.02336449 0.05140187 0.         0.03271028 0.10280374
 0.02803738 0.03271028 0.         0.07943925 0.05140187 0.03738318
 0.09345794 0.03738318 0.04205607 0.04672897 0.02803738 0.        ]"
395,[0 0 0 ... 0 0 1],"[0.05714286 0.         0.01632653 0.06122449 0.06122449 0.00816327
 0.12653061 0.0244898  0.04081633 0.         0.03265306 0.10204082
 0.0244898  0.0244898  0.         0.07755102 0.03673469 0.04489796
 0.11020408 0.02857143 0.05714286 0.04489796 0.02040816 0.        ]"
396,[0 0 0 ... 0 0 1],"[0.06149733 0.         0.03475936 0.03743316 0.06951872 0.05080214
 0.04278075 0.02139037 0.07219251 0.         0.05614973 0.07486631
 0.02673797 0.04278075 0.         0.05882353 0.05080214 0.06149733
 0.07219251 0.06684492 0.07486631 0.0026738  0.02139037 0.        ]"
397,[0 0 0 ... 0 0 1],"[0.06140351 0.         0.0380117  0.04093567 0.07309942 0.0497076
 0.04385965 0.02339181 0.07309942 0.         0.05847953 0.07602339
 0.02631579 0.04093567 0.         0.05555556 0.0497076  0.05847953
 0.06725146 0.06725146 0.07017544 0.00292398 0.02339181 0.        ]"
398,[0 0 0 ... 0 0 1],"[0.03651685 0.         0.0252809  0.03932584 0.05898876 0.02247191
 0.05337079 0.04494382 0.04494382 0.         0.09550562 0.1011236
 0.02808989 0.03089888 0.         0.05337079 0.06179775 0.03932584
 0.10955056 0.03089888 0.08426966 0.01404494 0.0252809  0.        ]"
399,[0 0 0 ... 0 0 1],"[0.03790087 0.         0.02332362 0.04081633 0.05830904 0.02623907
 0.05247813 0.04664723 0.04664723 0.         0.09329446 0.10495627
 0.02915452 0.03206997 0.         0.05539359 0.06122449 0.03790087
 0.10204082 0.03206997 0.0787172  0.01457726 0.02623907 0.        ]"
400,[0 0 0 ... 0 0 1],"[0.05373832 0.         0.01869159 0.04906542 0.11682243 0.02336449
 0.06775701 0.02570093 0.05140187 0.         0.09579439 0.08411215
 0.02102804 0.04906542 0.         0.06775701 0.04672897 0.05841121
 0.04672897 0.04205607 0.05140187 0.01168224 0.01869159 0.        ]"
401,[0 0 0 ... 0 0 1],"[0.0529595  0.         0.02492212 0.04984424 0.12461059 0.01869159
 0.0529595  0.03115265 0.04049844 0.         0.10280374 0.09034268
 0.01557632 0.05607477 0.         0.07788162 0.05607477 0.05919003
 0.04361371 0.03738318 0.04049844 0.01246106 0.01246106 0.        ]"
402,[0 0 0 ... 0 0 1],"[0.05230769 0.         0.01846154 0.04923077 0.13230769 0.01230769
 0.05230769 0.03384615 0.04615385 0.         0.10461538 0.09230769
 0.01846154 0.05538462 0.         0.08       0.05538462 0.05538462
 0.04307692 0.04       0.04       0.00615385 0.01230769 0.        ]"
403,[0 0 0 ... 0 0 1],"[0.04137931 0.         0.04482759 0.04137931 0.06896552 0.01724138
 0.04137931 0.02068966 0.06206897 0.         0.08965517 0.12758621
 0.02758621 0.04827586 0.         0.04137931 0.03448276 0.06896552
 0.08965517 0.06206897 0.04137931 0.01034483 0.02068966 0.        ]"
404,[0 0 0 ... 0 0 1],"[0.0390625  0.         0.04296875 0.04296875 0.0625     0.015625
 0.0390625  0.02734375 0.0703125  0.         0.08203125 0.1328125
 0.01953125 0.046875   0.         0.046875   0.0390625  0.0625
 0.09765625 0.05859375 0.04296875 0.0078125  0.0234375  0.        ]"
405,[0 0 0 ... 0 0 1],"[0.05741627 0.         0.0215311  0.05980861 0.07416268 0.05263158
 0.06937799 0.0215311  0.08133971 0.         0.05023923 0.05980861
 0.02392344 0.0215311  0.         0.0645933  0.04066986 0.0645933
 0.04784689 0.0430622  0.09090909 0.01196172 0.0430622  0.        ]"
406,[0 0 0 ... 0 0 1],"[0.05151515 0.         0.01818182 0.04848485 0.08181818 0.05757576
 0.06363636 0.02424242 0.07878788 0.         0.05151515 0.06060606
 0.02727273 0.02424242 0.         0.06363636 0.04242424 0.06666667
 0.05151515 0.03939394 0.09393939 0.00909091 0.04545455 0.        ]"
407,[0 0 0 ... 0 0 1],"[0.12175649 0.         0.03792415 0.06187625 0.05788423 0.0239521
 0.06586826 0.03193613 0.04590818 0.         0.04590818 0.11177645
 0.02195609 0.02794411 0.         0.02994012 0.06986028 0.05189621
 0.06187625 0.04790419 0.07185629 0.00598802 0.00598802 0.        ]"
408,[0 0 0 ... 0 0 1],"[0.12394958 0.         0.03361345 0.06512605 0.05882353 0.02521008
 0.06512605 0.03361345 0.04621849 0.         0.04621849 0.11764706
 0.0210084  0.02941176 0.         0.02941176 0.07142857 0.05042017
 0.05252101 0.04411765 0.07563025 0.00630252 0.00420168 0.        ]"
